GISJOIN,GEOID,STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE,geometry,closest_bench,the_geom,ObjectID,BoroName,Latitude,Longitude,NTAName,SeatingTyp,date,lat_long,distance_km,distance_m,travel_time,travel_time_sec
G3600810065702,36081065702,36,081,065702,1775,40.713344,-73.882916,POINT (1836325.7109000012 574756.9212999996),"(40.7126529287, -73.8807022837)",POINT (-73.88070228371252 40.712652928656475),871,Queens,40.7126529287,-73.8807022837,Middle Village,BACKED,2014-06-17,"(40.7126529287, -73.8807022837)",0.3 km,280,4 mins,
G3600810065703,36081065703,36,081,065703,2829,40.715121,-73.875585,POINT (1836877.4345999993 575092.2533999998),"(40.7129323635, -73.8717180676)",POINT (-73.87171806756136 40.712932363492044),876,Queens,40.7129323635,-73.8717180676,Middle Village,BACKED,2015-01-29,"(40.7129323635, -73.8717180676)",0.6 km,570,7 mins,
G3600810065900,36081065900,36,081,065900,1850,40.715559,-73.882094,POINT (1836335.5056000017 575014.1931999996),"(40.7126529287, -73.8807022837)",POINT (-73.88070228371252 40.712652928656475),871,Queens,40.7126529287,-73.8807022837,Middle Village,BACKED,2014-06-17,"(40.7126529287, -73.8807022837)",0.5 km,464,6 mins,
G3600810066000,36081066000,36,081,066000,3511,40.658513,-73.733204,POINT (1849954.1689999998 571686.1041000001),"(40.6594528368, -73.7348117249)",POINT (-73.73481172488965 40.65945283677881),398,Queens,40.6594528368,-73.7348117249,Rosedale,BACKED,2016-07-08,"(40.6594528368, -73.7348117249)",0.5 km,475,6 mins,
G3600810066100,36081066100,36,081,066100,1573,40.717534,-73.881808,POINT (1836307.8022000007 575234.9522999991),"(40.7126529287, -73.8807022837)",POINT (-73.88070228371252 40.712652928656475),871,Queens,40.7126529287,-73.8807022837,Middle Village,BACKED,2014-06-17,"(40.7126529287, -73.8807022837)",0.8 km,762,10 mins,
G3600810066301,36081066301,36,081,066301,2713,40.722011,-73.87479,POINT (1836764.2049000002 575858.4682999998),"(40.7185569123, -73.8725442324)",POINT (-73.87254423235764 40.7185569122713),919,Queens,40.7185569123,-73.8725442324,Middle Village,BACKED,2016-04-13,"(40.7185569123, -73.8725442324)",0.5 km,492,6 mins,
G3600810066302,36081066302,36,081,066302,4,40.720055,-73.881048,POINT (1836304.6312999986 575524.3718999997),"(40.7185569123, -73.8725442324)",POINT (-73.87254423235764 40.7185569122713),919,Queens,40.7185569123,-73.8725442324,Middle Village,BACKED,2016-04-13,"(40.7185569123, -73.8725442324)",0.9 km,897,12 mins,
G3600810066401,36081066401,36,081,066401,1923,40.6512,-73.742241,POINT (1849407.232999999 570713.5042000003),"(40.6598958414, -73.7398220132)",POINT (-73.73982201324807 40.659895841394224),402,Queens,40.6598958414,-73.7398220132,Rosedale,BACKED,2016-05-25,"(40.6598958414, -73.7398220132)",1.1 km,1137,14 mins,
G3600810066402,36081066402,36,081,066402,3942,40.656103,-73.737493,POINT (1849667.0328000002 571340.0659999996),"(40.6594528368, -73.7348117249)",POINT (-73.73481172488965 40.65945283677881),398,Queens,40.6594528368,-73.7348117249,Rosedale,BACKED,2016-07-08,"(40.6594528368, -73.7348117249)",0.8 km,779,10 mins,
G3600810066403,36081066403,36,081,066403,4480,40.651922,-73.733281,POINT (1850119.2776999995 570966.5629999992),"(40.6594528368, -73.7348117249)",POINT (-73.73481172488965 40.65945283677881),398,Queens,40.6594528368,-73.7348117249,Rosedale,BACKED,2016-07-08,"(40.6594528368, -73.7348117249)",1.0 km,1000,13 mins,
G3600810066404,36081066404,36,081,066404,0,40.652266,-73.754672,POINT (1848365.5819999985 570587.7949000001),"(40.6561555154, -73.7531068505)",POINT (-73.75310685050532 40.656155515402645),384,Queens,40.6561555154,-73.7531068505,Springfield Gardens (South)-Brookville,BACKED,2016-05-25,"(40.6561555154, -73.7531068505)",2.8 km,2789,34 mins,
G3600810066501,36081066501,36,081,066501,3538,40.71921,-73.887564,POINT (1835795.2980000004 575306.3948999997),"(40.7126529287, -73.8807022837)",POINT (-73.88070228371252 40.712652928656475),871,Queens,40.7126529287,-73.8807022837,Middle Village,BACKED,2014-06-17,"(40.7126529287, -73.8807022837)",1.3 km,1308,17 mins,
G3600810066701,36081066701,36,081,066701,2789,40.721951,-73.891429,POINT (1835409.4573 575530.4561000001),"(40.7264004901, -73.8947006608)",POINT (-73.89470066083928 40.72640049005383),960,Queens,40.7264004901,-73.8947006608,Maspeth,BACKLESS,2013-04-16,"(40.7264004901, -73.8947006608)",0.7 km,689,9 mins,
G3600810066900,36081066900,36,081,066900,1790,40.723608,-73.886051,POINT (1835805.0461000018 575814.9143000003),"(40.7264004901, -73.8947006608)",POINT (-73.89470066083928 40.72640049005383),960,Queens,40.7264004901,-73.8947006608,Maspeth,BACKLESS,2013-04-16,"(40.7264004901, -73.8947006608)",1.1 km,1098,14 mins,
G3600810067100,36081067100,36,081,067100,2248,40.724408,-73.878291,POINT (1836416.9034999982 576052.0256999992),"(40.7185569123, -73.8725442324)",POINT (-73.87254423235764 40.7185569122713),919,Queens,40.7185569123,-73.8725442324,Middle Village,BACKED,2016-04-13,"(40.7185569123, -73.8725442324)",0.9 km,931,12 mins,
G3600810067700,36081067700,36,081,067700,1832,40.719104,-73.87259,POINT (1837018.6537000015 575584.1984999999),"(40.7185569123, -73.8725442324)",POINT (-73.87254423235764 40.7185569122713),919,Queens,40.7185569123,-73.8725442324,Middle Village,BACKED,2016-04-13,"(40.7185569123, -73.8725442324)",55 m,55,1 min,
G3600810067900,36081067900,36,081,067900,4397,40.724525,-73.870516,POINT (1837047.609099999 576215.0453999992),"(40.7232323578, -73.8679087889)",POINT (-73.86790878888183 40.72323235780234),948,Queens,40.7232323578,-73.8679087889,Rego Park,BACKLESS,2019-01-29,"(40.7232323578, -73.8679087889)",0.4 km,380,5 mins,
G3600810068000,36081068000,36,081,068000,5220,40.663016,-73.750811,POINT (1848401.1900000013 571834.0814999994),"(40.6649331237, -73.7584017975)",POINT (-73.75840179747627 40.66493312365325),455,Queens,40.6649331237,-73.7584017975,Springfield Gardens (South)-Brookville,BACKLESS,2018-02-13,"(40.6649331237, -73.7584017975)",0.8 km,803,10 mins,
G3600810068200,36081068200,36,081,068200,1262,40.667989,-73.750772,POINT (1848275.1563000008 572376.6326000001),"(40.6649331237, -73.7584017975)",POINT (-73.75840179747627 40.66493312365325),455,Queens,40.6649331237,-73.7584017975,Springfield Gardens (South)-Brookville,BACKLESS,2018-02-13,"(40.6649331237, -73.7584017975)",0.9 km,868,11 mins,
G3600810068300,36081068300,36,081,068300,4052,40.735572,-73.867278,POINT (1837025.9827000014 577481.4733000007),"(40.7363864653, -73.8658134792)",POINT (-73.86581347919005 40.73638646534234),1026,Queens,40.7363864653,-73.8658134792,Elmhurst,BACKLESS,2018-02-14,"(40.7363864653, -73.8658134792)",0.2 km,202,2 mins,
G3600810068700,36081068700,36,081,068700,4597,40.730222,-73.868596,POINT (1837056.8535000011 576872.9874000009),"(40.7332478871, -73.8709277569)",POINT (-73.87092775694644 40.73324788709245),1002,Queens,40.7332478871,-73.8709277569,Elmhurst,BACKED,2017-01-21,"(40.7332478871, -73.8709277569)",0.5 km,531,7 mins,
G3600810069000,36081069000,36,081,069000,3787,40.660345,-73.75575,POINT (1848067.7793999985 571447.0266999993),"(40.6637957015, -73.7594126692)",POINT (-73.75941266918855 40.66379570154641),446,Queens,40.6637957015,-73.7594126692,Springfield Gardens (South)-Brookville,BACKLESS,2018-08-09,"(40.6637957015, -73.7594126692)",0.7 km,686,9 mins,
G3600810069300,36081069300,36,081,069300,2887,40.728759,-73.863309,POINT (1837525.568 576815.7739000004),"(40.7289363515, -73.8631862031)",POINT (-73.86318620307782 40.72893635153022),978,Queens,40.7289363515,-73.8631862031,Rego Park,BACKED,2014-02-10,"(40.7289363515, -73.8631862031)",22 m,22,1 min,
G3600810069400,36081069400,36,081,069400,3604,40.656109,-73.750184,POINT (1848631.795400001 571093.7791000009),"(40.6561555154, -73.7531068505)",POINT (-73.75310685050532 40.656155515402645),384,Queens,40.6561555154,-73.7531068505,Springfield Gardens (South)-Brookville,BACKED,2016-05-25,"(40.6561555154, -73.7531068505)",0.7 km,652,8 mins,
G3600810069500,36081069500,36,081,069500,2451,40.726039,-73.86751,POINT (1837253.4860000014 576438.1436999999),"(40.7274778142, -73.8645124341)",POINT (-73.86451243414515 40.72747781417453),964,Queens,40.7274778142,-73.8645124341,Rego Park,BACKED,2014-06-17,"(40.7274778142, -73.8645124341)",0.5 km,500,6 mins,
G3600810069701,36081069701,36,081,069701,4435,40.726959,-73.859933,POINT (1837847.2578000017 576684.9067000002),"(40.728288567, -73.8633976896)",POINT (-73.86339768957241 40.728288566973895),976,Queens,40.728288567,-73.8633976896,Rego Park,BACKED,2013-06-19,"(40.728288567, -73.8633976896)",0.4 km,372,4 mins,
G3600810069702,36081069702,36,081,069702,3929,40.722587,-73.863394,POINT (1837678.2047000006 576141.5499000009),"(40.7223908786, -73.8676798339)",POINT (-73.86767983392265 40.72239087860832),944,Queens,40.7223908786,-73.8676798339,Middle Village,BACKLESS,2019-01-29,"(40.7223908786, -73.8676798339)",0.4 km,433,6 mins,
G3600810070300,36081070300,36,081,070300,2225,40.71663,-73.859468,POINT (1838152.2386999987 575568.3266000003),"(40.7123811728, -73.8594846294)",POINT (-73.85948462942889 40.712381172813565),868,Queens,40.7123811728,-73.8594846294,Rego Park,BACKLESS,2019-01-29,"(40.7123811728, -73.8594846294)",0.6 km,567,7 mins,
G3600810070700,36081070700,36,081,070700,2426,40.715089,-73.855632,POINT (1838504.7800999992 575474.6045999993),"(40.7112371253, -73.8562280789)",POINT (-73.85622807886593 40.71123712529386),863,Queens,40.7112371253,-73.8562280789,Forest Hills,BACKED,2015-01-29,"(40.7112371253, -73.8562280789)",0.5 km,472,6 mins,
G3600810070900,36081070900,36,081,070900,2635,40.719398,-73.855143,POINT (1838433.1994000003 575953.6220999993),"(40.7222276056, -73.8506276983)",POINT (-73.8506276982676 40.72222760563853),943,Queens,40.7222276056,-73.8506276983,Forest Hills,BACKED,2014-11-19,"(40.7222276056, -73.8506276983)",0.7 km,679,9 mins,
G3600810071100,36081071100,36,081,071100,5687,40.722029,-73.853087,POINT (1838532.734099999 576280.0987999998),"(40.7222276056, -73.8506276983)",POINT (-73.8506276982676 40.72222760563853),943,Queens,40.7222276056,-73.8506276983,Forest Hills,BACKED,2014-11-19,"(40.7222276056, -73.8506276983)",0.2 km,236,3 mins,
G3600810071303,36081071303,36,081,071303,5307,40.725999,-73.849663,POINT (1838709.1141000018 576778.9530999996),"(40.7235849924, -73.8477745035)",POINT (-73.84777450346286 40.72358499244132),950,Queens,40.7235849924,-73.8477745035,Forest Hills,BACKLESS,2014-11-24,"(40.7235849924, -73.8477745035)",0.5 km,466,6 mins,
G3600810071304,36081071304,36,081,071304,6386,40.728842,-73.853815,POINT (1838297.1860000007 577008.4294000007),"(40.7319774551, -73.8531331329)",POINT (-73.85313313289763 40.73197745506218),995,Queens,40.7319774551,-73.8531331329,Forest Hills,BACKED,2016-05-05,"(40.7319774551, -73.8531331329)",0.5 km,504,6 mins,
G3600810071305,36081071305,36,081,071305,5126,40.724015,-73.850971,POINT (1838653.8301 576537.4510999992),"(40.7222276056, -73.8506276983)",POINT (-73.8506276982676 40.72222760563853),943,Queens,40.7222276056,-73.8506276983,Forest Hills,BACKED,2014-11-19,"(40.7222276056, -73.8506276983)",0.2 km,241,3 mins,
G3600810071306,36081071306,36,081,071306,6181,40.725851,-73.856391,POINT (1838164.5931000002 576632.6710000001),"(40.7222276056, -73.8506276983)",POINT (-73.8506276982676 40.72222760563853),943,Queens,40.7222276056,-73.8506276983,Forest Hills,BACKED,2014-11-19,"(40.7222276056, -73.8506276983)",0.8 km,767,9 mins,
G3600810071600,36081071600,36,081,071600,2,40.646823,-73.779952,POINT (1846444.7514000013 569503.3335999995),"(40.6613017452, -73.7618796324)",POINT (-73.76187963236654 40.66130174518133),417,Queens,40.6613017452,-73.7618796324,Springfield Gardens (South)-Brookville,BACKLESS,2016-12-09,"(40.6613017452, -73.7618796324)",NA,NA,NA,0
G3600810071701,36081071701,36,081,071701,5557,40.731691,-73.859034,POINT (1837798.1691999994 577217.9452999998),"(40.7321821293, -73.8616345442)",POINT (-73.86163454420574 40.73218212932051),990,Queens,40.7321821293,-73.8616345442,Rego Park,BACKLESS,2017-01-21,"(40.7321821293, -73.8616345442)",0.3 km,308,4 mins,
G3600810071702,36081071702,36,081,071702,4660,40.73378,-73.860828,POINT (1837597.9503999986 577410.8950999994),"(40.7324344011, -73.862143916)",POINT (-73.86214391604496 40.73243440108169),994,Queens,40.7324344011,-73.862143916,Rego Park,BACKLESS,2017-01-21,"(40.7324344011, -73.862143916)",0.2 km,229,3 mins,
G3600810071900,36081071900,36,081,071900,2887,40.734639,-73.85535,POINT (1838022.1620999984 577610.4378999993),"(40.7319774551, -73.8531331329)",POINT (-73.85313313289763 40.73197745506218),995,Queens,40.7319774551,-73.8531331329,Forest Hills,BACKED,2016-05-05,"(40.7319774551, -73.8531331329)",0.4 km,426,6 mins,
G3600810072100,36081072100,36,081,072100,5040,40.731265,-73.854219,POINT (1838201.5932999998 577264.6489000004),"(40.7319774551, -73.8531331329)",POINT (-73.85313313289763 40.73197745506218),995,Queens,40.7319774551,-73.8531331329,Forest Hills,BACKED,2016-05-05,"(40.7319774551, -73.8531331329)",0.1 km,114,1 min,
G3600810072300,36081072300,36,081,072300,2158,40.715999,-73.847845,POINT (1839115.9924000017 575724.4394000005),"(40.7207044416, -73.8458991086)",POINT (-73.8458991085964 40.72070444158713),934,Queens,40.7207044416,-73.8458991086,Forest Hills,BACKED,2013-02-20,"(40.7207044416, -73.8458991086)",0.7 km,677,8 mins,
G3600810072900,36081072900,36,081,072900,1490,40.712568,-73.852285,POINT (1838842.8192000017 575264.6448999997),"(40.7112371253, -73.8562280789)",POINT (-73.85622807886593 40.71123712529386),863,Queens,40.7112371253,-73.8562280789,Forest Hills,BACKED,2015-01-29,"(40.7112371253, -73.8562280789)",0.5 km,456,6 mins,
G3600810073100,36081073100,36,081,073100,1550,40.711055,-73.846628,POINT (1839343.1064000018 575209.2478999998),"(40.7112371253, -73.8562280789)",POINT (-73.85622807886593 40.71123712529386),863,Queens,40.7112371253,-73.8562280789,Forest Hills,BACKED,2015-01-29,"(40.7112371253, -73.8562280789)",0.9 km,886,11 mins,
G3600810073700,36081073700,36,081,073700,2277,40.718775,-73.843039,POINT (1839435.9078000002 576119.9517999999),"(40.7198563116, -73.8435257109)",POINT (-73.8435257109244 40.71985631155836),927,Queens,40.7198563116,-73.8435257109,Forest Hills,BACKED,2013-02-20,"(40.7198563116, -73.8435257109)",0.4 km,411,5 mins,
G3600810073900,36081073900,36,081,073900,5548,40.723402,-73.844472,POINT (1839199.383299999 576596.4112),"(40.7218189809, -73.8441671529)",POINT (-73.84416715291896 40.72181898087747),940,Queens,40.7218189809,-73.8441671529,Forest Hills,BACKLESS,2013-03-05,"(40.7218189809, -73.8441671529)",0.2 km,217,3 mins,
G3600810074100,36081074100,36,081,074100,3164,40.72827,-73.847939,POINT (1838790.8706 577059.7780000009),"(40.7317676199, -73.8488468984)",POINT (-73.84884689843226 40.731767619887464),1953,Queens,40.7317676199,-73.8488468984,Forest Hills,BACKED,2013-06-11,"(40.7317676199, -73.8488468984)",0.5 km,469,6 mins,
G3600810074300,36081074300,36,081,074300,4433,40.732005,-73.849466,POINT (1838569.8016000018 577437.2313000001),"(40.7317676199, -73.8488468984)",POINT (-73.84884689843226 40.731767619887464),1953,Queens,40.7317676199,-73.8488468984,Forest Hills,BACKED,2013-06-11,"(40.7317676199, -73.8488468984)",73 m,73,1 min,
G3600810074500,36081074500,36,081,074500,3659,40.735628,-73.850639,POINT (1838380.4904999994 577809.3321000002),"(40.7380537298, -73.8521227784)",POINT (-73.85212277844784 40.73805372982495),1032,Queens,40.7380537298,-73.8521227784,Corona,BACKLESS,2013-04-16,"(40.7380537298, -73.8521227784)",0.3 km,309,4 mins,
G3600810074700,36081074700,36,081,074700,3539,40.73427,-73.846122,POINT (1838783.7177999988 577748.7426999994),"(40.7317676199, -73.8488468984)",POINT (-73.84884689843226 40.731767619887464),1953,Queens,40.7317676199,-73.8488468984,Forest Hills,BACKED,2013-06-11,"(40.7317676199, -73.8488468984)",0.5 km,467,6 mins,
G3600810074900,36081074900,36,081,074900,1563,40.713306,-73.840274,POINT (1839802.814199999 575577.5314000007),"(40.7160817706, -73.8330306496)",POINT (-73.83303064962364 40.716081770555995),911,Queens,40.7160817706,-73.8330306496,Forest Hills,BACKED,2017-06-28,"(40.7160817706, -73.8330306496)",1.2 km,1236,16 mins,
G3600810075701,36081075701,36,081,075701,5110,40.718673,-73.835326,POINT (1840067.2184999995 576258.1535),"(40.7160817706, -73.8330306496)",POINT (-73.83303064962364 40.716081770555995),911,Queens,40.7160817706,-73.8330306496,Forest Hills,BACKED,2017-06-28,"(40.7160817706, -73.8330306496)",0.4 km,423,5 mins,
G3600810075702,36081075702,36,081,075702,5071,40.722362,-73.839783,POINT (1839608.4670000002 576573.8425999992),"(40.7218189809, -73.8441671529)",POINT (-73.84416715291896 40.72181898087747),940,Queens,40.7218189809,-73.8441671529,Forest Hills,BACKLESS,2013-03-05,"(40.7218189809, -73.8441671529)",0.4 km,439,5 mins,
G3600810076901,36081076901,36,081,076901,4274,40.716601,-73.837706,POINT (1839926.8592999987 575986.2949000001),"(40.7160817706, -73.8330306496)",POINT (-73.83303064962364 40.716081770555995),911,Queens,40.7160817706,-73.8330306496,Forest Hills,BACKED,2017-06-28,"(40.7160817706, -73.8330306496)",0.6 km,565,8 mins,
G3600810076902,36081076902,36,081,076902,1390,40.715598,-73.834629,POINT (1840203.6286000013 575936.5798000004),"(40.7160817706, -73.8330306496)",POINT (-73.83303064962364 40.716081770555995),911,Queens,40.7160817706,-73.8330306496,Forest Hills,BACKED,2017-06-28,"(40.7160817706, -73.8330306496)",0.2 km,157,3 mins,
G3600810077300,36081077300,36,081,077300,2311,40.711605,-73.834003,POINT (1840358.0205000006 575513.6011999995),"(40.7134457797, -73.8307321104)",POINT (-73.83073211043418 40.713445779655466),891,Queens,40.7134457797,-73.8307321104,Kew Gardens,BACKED,2014-02-10,"(40.7134457797, -73.8307321104)",0.4 km,395,4 mins,
G3600810077500,36081077500,36,081,077500,2241,40.708748,-73.832308,POINT (1840570.1526999995 575235.1120999996),"(40.7062870833, -73.8319155834)",POINT (-73.83191558341262 40.7062870833361),831,Queens,40.7062870833,-73.8319155834,Kew Gardens,BACKED,2012-06-29,"(40.7062870833, -73.8319155834)",0.3 km,339,4 mins,
G3600810077902,36081077902,36,081,077902,5416,40.72581,-73.82513,POINT (1840713.4296000004 577233.2836000007),"(40.7298241207, -73.8182985344)",POINT (-73.81829853443244 40.7298241207267),986,Queens,40.7298241207,-73.8182985344,Kew Gardens Hills,BACKED,2016-07-08,"(40.7298241207, -73.8182985344)",0.9 km,860,11 mins,
G3600810077903,36081077903,36,081,077903,2937,40.71928,-73.820803,POINT (1841235.204 576605.5833),"(40.7101984508, -73.8195114557)",POINT (-73.819511455666 40.71019845077119),854,Queens,40.7101984508,-73.8195114557,Jamaica Hills-Briarwood,BACKED,2013-07-31,"(40.7101984508, -73.8195114557)",1.4 km,1384,18 mins,
G3600810077904,36081077904,36,081,077904,6324,40.720874,-73.813944,POINT (1841752.9321000017 576912.1762000006),"(40.7198994546, -73.8039056816)",POINT (-73.80390568163837 40.71989945462575),932,Queens,40.7198994546,-73.8039056816,Pomonok-Electchester-Hillcrest,BACKED,2016-05-05,"(40.7198994546, -73.8039056816)",1.2 km,1168,16 mins,
G3600810077905,36081077905,36,081,077905,2586,40.71767,-73.812091,POINT (1841986.9734999985 576598.9831000008),"(40.7198994546, -73.8039056816)",POINT (-73.80390568163837 40.71989945462575),932,Queens,40.7198994546,-73.8039056816,Pomonok-Electchester-Hillcrest,BACKED,2016-05-05,"(40.7198994546, -73.8039056816)",0.8 km,813,10 mins,
G3600810077906,36081077906,36,081,077906,3968,40.72909,-73.818322,POINT (1841183.2892000005 577722.5589000005),"(40.7298241207, -73.8182985344)",POINT (-73.81829853443244 40.7298241207267),986,Queens,40.7298241207,-73.8182985344,Kew Gardens Hills,BACKED,2016-07-08,"(40.7298241207, -73.8182985344)",0.1 km,115,2 mins,
G3600810077907,36081077907,36,081,077907,3349,40.7249,-73.81823,POINT (1841299.3271000013 577267.7971000001),"(40.7298241207, -73.8182985344)",POINT (-73.81829853443244 40.7298241207267),986,Queens,40.7298241207,-73.8182985344,Kew Gardens Hills,BACKED,2016-07-08,"(40.7298241207, -73.8182985344)",0.7 km,744,10 mins,
G3600810077908,36081077908,36,081,077908,3838,40.725889,-73.813667,POINT (1841645.5689999983 577463.9763999991),"(40.7301866173, -73.8152036451)",POINT (-73.81520364505253 40.73018661729455),2072,Queens,40.7301866173,-73.8152036451,Kew Gardens Hills,BACKLESS,2015-02-03,"(40.7301866173, -73.8152036451)",0.7 km,687,9 mins,
G3600810078800,36081078800,36,081,078800,2002,40.670346,-73.790543,POINT (1844970.6114999987 571860.6283999998),"(40.6723981264, -73.7860045901)",POINT (-73.78600459011057 40.672398126374404),2129,Queens,40.6723981264,-73.7860045901,Springfield Gardens (North)-Rochdale Village,BACKLESS,2014-12-22,"(40.6723981264, -73.7860045901)",0.7 km,673,8 mins,
G3600810079000,36081079000,36,081,079000,2875,40.672361,-73.796133,POINT (1844462.4732000008 571971.6697000004),"(40.6745124366, -73.8043836366)",POINT (-73.8043836366314 40.674512436596714),550,Queens,40.6745124366,-73.8043836366,South Ozone Park,BACKED,2016-05-18,"(40.6745124366, -73.8043836366)",0.8 km,843,11 mins,
G3600810079200,36081079200,36,081,079200,2717,40.669185,-73.796792,POINT (1844491.0848999992 571612.8257999998),"(40.6745124366, -73.8043836366)",POINT (-73.8043836366314 40.674512436596714),550,Queens,40.6745124366,-73.8043836366,South Ozone Park,BACKED,2016-05-18,"(40.6745124366, -73.8043836366)",1.2 km,1159,15 mins,
G3600810079300,36081079300,36,081,079300,1,40.736391,-73.831463,POINT (1839923.368999999 578263.5811000001),"(40.7298241207, -73.8182985344)",POINT (-73.81829853443244 40.7298241207267),986,Queens,40.7298241207,-73.8182985344,Kew Gardens Hills,BACKED,2016-07-08,"(40.7298241207, -73.8182985344)",2.6 km,2636,33 mins,
G3600810079701,36081079701,36,081,079701,7620,40.753523,-73.824539,POINT (1840043.9045999981 580264.3716000002),"(40.7527495509, -73.8269144964)",POINT (-73.82691449639502 40.75274955093256),1175,Queens,40.7527495509,-73.8269144964,Flushing-Willets Point,BACKLESS,2012-06-20,"(40.7527495509, -73.8269144964)",0.3 km,278,3 mins,
G3600810079702,36081079702,36,081,079702,5002,40.752975,-73.828752,POINT (1839714.8794 580123.0958999991),"(40.7527495509, -73.8269144964)",POINT (-73.82691449639502 40.75274955093256),1175,Queens,40.7527495509,-73.8269144964,Flushing-Willets Point,BACKLESS,2012-06-20,"(40.7527495509, -73.8269144964)",0.2 km,247,3 mins,
G3600810079900,36081079900,36,081,079900,3871,40.747094,-73.827986,POINT (1839929.5599000007 579497.1236000005),"(40.7512315468, -73.8260741009)",POINT (-73.8260741008768 40.75123154680749),1166,Queens,40.7512315468,-73.8260741009,Flushing-Willets Point,BACKED,2016-07-13,"(40.7512315468, -73.8260741009)",0.7 km,655,8 mins,
G3600810080301,36081080301,36,081,080301,4828,40.745041,-73.831449,POINT (1839700.5676000006 579206.3817999996),"(40.7512315468, -73.8260741009)",POINT (-73.8260741008768 40.75123154680749),1166,Queens,40.7512315468,-73.8260741009,Flushing-Willets Point,BACKED,2016-07-13,"(40.7512315468, -73.8260741009)",1.2 km,1153,14 mins,
G3600810080302,36081080302,36,081,080302,3973,40.740323,-73.826069,POINT (1840261.0812 578796.4633000009),"(40.7485161547, -73.8166968489)",POINT (-73.81669684889924 40.74851615472959),1135,Queens,40.7485161547,-73.8166968489,East Flushing,BACKLESS,2018-05-09,"(40.7485161547, -73.8166968489)",1.7 km,1654,21 mins,
G3600810080900,36081080900,36,081,080900,7591,40.732101,-73.824026,POINT (1840640.4778000005 577940.1468000002),"(40.7298241207, -73.8182985344)",POINT (-73.81829853443244 40.7298241207267),986,Queens,40.7298241207,-73.8182985344,Kew Gardens Hills,BACKED,2016-07-08,"(40.7298241207, -73.8182985344)",0.7 km,682,9 mins,
G3600810081400,36081081400,36,081,081400,4088,40.670982,-73.804172,POINT (1843842.6136000007 571665.4145),"(40.6745124366, -73.8043836366)",POINT (-73.8043836366314 40.674512436596714),550,Queens,40.6745124366,-73.8043836366,South Ozone Park,BACKED,2016-05-18,"(40.6745124366, -73.8043836366)",0.4 km,414,5 mins,
G3600810081800,36081081800,36,081,081800,3873,40.670749,-73.809121,POINT (1843445.0311999992 571544.0157999992),"(40.6749132505, -73.8091030446)",POINT (-73.80910304456556 40.67491325047636),555,Queens,40.6749132505,-73.8091030446,South Ozone Park,BACKED,2014-07-10,"(40.6749132505, -73.8091030446)",0.5 km,527,7 mins,
G3600810083700,36081083700,36,081,083700,6229,40.743082,-73.818989,POINT (1840766.4902000017 579234.2039999999),"(40.7485161547, -73.8166968489)",POINT (-73.81669684889924 40.74851615472959),1135,Queens,40.7485161547,-73.8166968489,East Flushing,BACKLESS,2018-05-09,"(40.7485161547, -73.8166968489)",0.8 km,797,10 mins,
G3600810083800,36081083800,36,081,083800,5194,40.670263,-73.819373,POINT (1842621.4893000014 571292.2365000006),"(40.6707982117, -73.8206644243)",POINT (-73.82066442430194 40.67079821173793),532,Queens,40.6707982117,-73.8206644243,South Ozone Park,BACKLESS,2012-06-29,"(40.6707982117, -73.8206644243)",0.2 km,162,2 mins,
G3600810084000,36081084000,36,081,084000,6644,40.673992,-73.818038,POINT (1842633.7679000013 571724.4511999991),"(40.6707982117, -73.8206644243)",POINT (-73.82066442430194 40.67079821173793),532,Queens,40.6707982117,-73.8206644243,South Ozone Park,BACKLESS,2012-06-29,"(40.6707982117, -73.8206644243)",0.5 km,526,6 mins,
G3600810084500,36081084500,36,081,084500,5516,40.750842,-73.821273,POINT (1840379.4083000012 580035.4931000005),"(40.7518082435, -73.8202736975)",POINT (-73.82027369747478 40.75180824347487),1171,Queens,40.7518082435,-73.8202736975,East Flushing,BACKED,2012-09-12,"(40.7518082435, -73.8202736975)",0.2 km,173,2 mins,
G3600810084601,36081084601,36,081,084601,3045,40.667349,-73.82183,POINT (1842496.5744999982 570927.0728999991),"(40.670294945, -73.8210825334)",POINT (-73.82108253340982 40.670294944986246),519,Queens,40.670294945,-73.8210825334,South Ozone Park,BACKLESS,2012-06-29,"(40.670294945, -73.8210825334)",0.3 km,335,4 mins,
G3600810084602,36081084602,36,081,084602,1496,40.665152,-73.81077,POINT (1843455.5861999989 570902.1637999993),"(40.670294945, -73.8210825334)",POINT (-73.82108253340982 40.670294944986246),519,Queens,40.670294945,-73.8210825334,South Ozone Park,BACKLESS,2012-06-29,"(40.670294945, -73.8210825334)",1.4 km,1371,18 mins,
G3600810084901,36081084901,36,081,084901,3013,40.754527,-73.831941,POINT (1839414.9026000015 580230.4746000003),"(40.7551030562, -73.8282971763)",POINT (-73.82829717630982 40.75510305616305),1185,Queens,40.7551030562,-73.8282971763,Flushing-Willets Point,BACKLESS,2012-06-20,"(40.7551030562, -73.8282971763)",0.4 km,352,5 mins,
G3600810084902,36081084902,36,081,084902,4466,40.756068,-73.830803,POINT (1839467.7140000015 580420.4115999993),"(40.7569709282, -73.8287788057)",POINT (-73.82877880566615 40.756970928191805),1205,Queens,40.7569709282,-73.8287788057,Flushing-Willets Point,BACKLESS,2012-06-20,"(40.7569709282, -73.8287788057)",0.3 km,256,3 mins,
